product_name,original_url,currency,brand_name,quantity_measurement,product_image,price_per_unit,price,is_available,old_price,discount,product_hash,product_id,discount_start,discount_end,category
Maxi Smrz.rolnice sa pizza nadev Maxi1kg,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrz-rolnice-sa-pizza-nadev-Maxi1kg/p/7424780,RSD,,1 Kg,https://static.maxi.rs/medias/sys_master/products/h63/hda/9189924405278.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,304.99 rsd/Kg,30499,True,,False,c8626d5546d898b5f45eb9ae63b6f6e7,7424780,,,Smrznuti proizvodi
Maxi Smr.stap.totana Prem/Maxi 250g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-riba/Panirani-riblji-proizvodi/Smr-stap-totana-Prem-Maxi-250g/p/7181345,RSD,,250 gr,https://static.maxi.rs/medias/sys_master/he4/haf/8842837196830.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,999.96 rsd/Kg,24999,True,,False,ddd6513630c26fad00502c09300f4883,7181345,,,Smrznuti proizvodi
Pik Becej Trenutno smrz.mes.povrce Zlatni Mix 1kg,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Meshano-povrcje/Trenutno-smrz-mes-povrce-Zlatni-Mix-1kg/p/7335957,RSD,,1 Kg,https://static.maxi.rs/medias/sys_master/hc8/h68/8842801217566.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,249.99 rsd/Kg,24999,True,,False,c9d34ac43589d2f3832dd3c7126e9934,7335957,,,Smrznuti proizvodi
Maxi Smrznuta mesavina djuvec Maxi 450g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Meshano-povrcje/Smrznuta-mesavina-djuvec-Maxi-450g/p/7346053,RSD,,450 gr,https://static.maxi.rs/medias/sys_master/products/hb3/h97/9188777492510.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,315.53 rsd/Kg,14199,True,,False,7971a63636327175013d918041adb911,7346053,,,Smrznuti proizvodi
Gustona Smrznuti grasak Gustona 1kg,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Grashak/Smrznuti-grasak-Gustona-1kg/p/7345076,RSD,,1 Kg,https://static.maxi.rs/medias/sys_master/h79/hd3/8835964698654.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,230.99 rsd/Kg,23099,True,,False,ddc50bcec56400a45f59496e1a97dcc0,7345076,,,Smrznuti proizvodi
Maxi Kukur.secerac brzo smrz.Maxi 1kg,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Kukuruz/Kukur-secerac-brzo-smrz-Maxi-1kg/p/7451748,RSD,,1 Kg,https://static.maxi.rs/medias/sys_master/h50/hea/8906976788510.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,229.99 rsd/Kg,22999,True,,False,5704897ed15cb57bf3168e0fb564f591,7451748,,,Smrznuti proizvodi
Gustona Zamrznuti krompir sa zacinima 800g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Krompir/Zamrznuti-krompir-sa-zacinima-800g/p/7722186,RSD,,800 gr,https://static.maxi.rs/medias/sys_master/products/h44/hce/9164775522334.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,314.99 rsd/Kg,25199,True,,False,2c7e0d934ebcfd1f07c6a611cb33cd20,7722186,,,Smrznuti proizvodi
Trivit Integr.podloga za pizzu Tonus 200g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Integr-podloga-za-pizzu-Tonus-200g/p/7205306,RSD,,200 gr,https://static.maxi.rs/medias/sys_master/he6/h11/8818896142366.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,474.95 rsd/Kg,9499,True,,False,d17837df7a92a8ab50c430110f2ad942,7205306,,,Smrznuti proizvodi
Maxi Smr.rib.stap.fil.Prem/Maxi250g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-riba/Panirani-riblji-proizvodi/Smr-rib-stap-fil-Prem-Maxi250g/p/7181342,RSD,,250 gr,https://static.maxi.rs/medias/sys_master/products/h54/h88/9158703448094.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1071.96 rsd/Kg,26799,True,,False,ba5e3ff60d1e49e4e6be9c1392e4ecf3,7181342,,,Smrznuti proizvodi
Frikom Smrznuta boranija zelena Frikom 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Boranija/Smrznuta-boranija-zelena-Frikom-400g/p/7641100,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/h28/h35/9005548208158.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,474.98 rsd/Kg,18999,True,,False,af118792b2a071982a0afc8b8f159ec9,7641100,,,Smrznuti proizvodi
Maxi Smrznuta podloga za picu Premia 200g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrznuta-podloga-za-picu-Premia-200g/p/7346007,RSD,,200 gr,https://static.maxi.rs/medias/sys_master/h67/ha8/9007534506014.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,549.95 rsd/Kg,10999,True,,False,a521a85cabca046307bed1151bae484f,7346007,,,Smrznuti proizvodi
FRIKOM DOO FRIKOM DOO Smrz.rolnice pecenica sir Frikom 800g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrz-rolnice-pecenica-sir-Frikom-800g/p/7583974,RSD,,800 gr,https://static.maxi.rs/medias/sys_master/h16/h82/8986583760926.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,618.74 rsd/Kg,49499,True,,False,d2746dc759cd9147922a9e0e65335061,7583974,,,Smrznuti proizvodi
Frikom Smrznuta mini rolls sir pileca prsa 500g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrznuta-mini-rolls-sir-pileca-prsa-500g/p/7719232,RSD,,500 gr,https://static.maxi.rs/medias/sys_master/products/h99/hde/9142369845278.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,739.98 rsd/Kg,36999,True,,False,41aafe992452496edc56341eb92feaf7,7719232,,,Smrznuti proizvodi
Ben&Jerry's Sladoled choc fudge brownie B&J 465ml,https://www.maxi.rs/Smrznuti-proizvodi/Sladoled-choc-fudge-brownie-B-and-J-465ml/p/7534588,RSD,,408 gr,https://static.maxi.rs/medias/sys_master/h05/h90/8986770112542.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,2450.96 rsd/Kg,99999,True,,False,a5aeeaf2000dca21b1e344f7425ca46c,7534588,,,Smrznuti proizvodi
Maxi Smrznuti gambori Premia 350g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-riba/Plodovi-mora/Smrznuti-gambori-Premia-350g/p/7451743,RSD,,350 gr,https://static.maxi.rs/medias/sys_master/h3e/h92/8904919515166.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1968.54 rsd/Kg,68899,True,,False,40b81c19f3e4334d9ca62602f2fc14fe,7451743,,,Smrznuti proizvodi
Maxi Smrznuta blitva Maxi  400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Ostalo-povrcje/Smrznuta-blitva-Maxi-400g/p/7451947,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/products/hdf/h85/9139893960734.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,367.48 rsd/Kg,14699,True,,False,7e0bd7972904111c0196cd0e1d2bc024,7451947,,,Smrznuti proizvodi
Frikom Povrce Gurman mix 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Ostalo-povrcje/Povrce-Gurman-mix-400g/p/7703429,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/h97/hb8/9107132088350.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,824.98 rsd/Kg,32999,True,,False,7142371d7159d78c09c727af886a1d5c,7703429,,,Smrznuti proizvodi
Frikom Smrznuti prokelj Frikom 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Brokoli/Smrznuti-prokelj-Frikom-400g/p/7641123,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/h5b/h4d/9005550174238.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,574.98 rsd/Kg,22999,True,,False,8d4c08977cd866e9b977c2f021c0a329,7641123,,,Smrznuti proizvodi
Frikom Smrznuta jagoda 300g Frikom,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-vocje/Ostalo-vocje-i-miks/Smrznuta-jagoda-300g-Frikom/p/7647653,RSD,,300 gr,https://static.maxi.rs/medias/sys_master/h9e/h26/9059065102366.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,999.97 rsd/Kg,29999,True,,False,d3825467326501a7037a804bc4f7837c,7647653,,,Smrznuti proizvodi
Maxi Smrz.mes.za rusku salatu Premia 1kg,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Meshano-povrcje/Smrz-mes-za-rusku-salatu-Premia-1kg/p/7349799,RSD,,1 Kg,https://static.maxi.rs/medias/sys_master/h19/h66/8835965288478.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,230.99 rsd/Kg,23099,True,,False,30247b62c498bef73074e365c91efd06,7349799,,,Smrznuti proizvodi
NASA BAKA DOO Smrz.classic torte mix DellaNonna 5/1,https://www.maxi.rs/Smrznuti-proizvodi/Smrznute-torte-i-deserti/Smrz-classic-torte-mix-DellaNonna-5-1/p/7704378,RSD,,1 kom,https://static.maxi.rs/medias/sys_master/heb/haa/9098225221662.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1140 rsd/kom,1.14000,True,,False,e6ea33b2ec326bdad407d1c9879846c2,7704378,,,Smrznuti proizvodi
Frikom Smrznuti karfiol Frikom 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Karfiol/Smrznuti-karfiol-Frikom-400g/p/7641083,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/h77/h46/9005557383198.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,674.98 rsd/Kg,26999,True,,False,7debbac54d3b476157633a06994b74f9,7641083,,,Smrznuti proizvodi
Frikom Povrce Provansa mix 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Ostalo-povrcje/Povrce-Provansa-mix-400g/p/7703425,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/h8b/hea/9107135365150.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,824.98 rsd/Kg,32999,True,,False,41ef30f6581c37cda712ed623c9b8d04,7703425,,,Smrznuti proizvodi
Frikom Panirani proizvod od oslica Frikom 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-riba/Panirani-riblji-proizvodi/Panirani-proizvod-od-oslica-Frikom-400g/p/7176869,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/h86/ha3/8986536181790.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1124.98 rsd/Kg,44999,True,,False,c2b30247cd28d6cb997e7ccb584e53a2,7176869,,,Smrznuti proizvodi
Frikom Smrznuti losos filet Frikom 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-riba/Morska-i-rechna-riba/Smrznuti-losos-filet-Frikom-400g/p/7185608,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/he7/h24/8986548240414.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,3624.98 rsd/Kg,1.44999,True,,False,3462e5499ec5bee1df3a4b6d1dea0b4b,7185608,,,Smrznuti proizvodi
Frikom Smrznuti rizoto Frikom 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Meshano-povrcje/Smrznuti-rizoto-Frikom-400g/p/7215533,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/h67/h7a/9005558693918.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,949.98 rsd/Kg,37999,True,,False,28b590274d9e0f1cfac18550025ef5ac,7215533,,,Smrznuti proizvodi
Frikom Smrznuta kineska mesavina Frikom 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Meshano-povrcje/Smrznuta-kineska-mesavina-Frikom-400g/p/7641056,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/hbe/h69/9005561970718.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,674.98 rsd/Kg,26999,True,,False,9274b1717c64eda29362a9e752cc3293,7641056,,,Smrznuti proizvodi
Frikom Smrz.mes.povrce Minestrone Frikom 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Meshano-povrcje/Smrz-mes-povrce-Minestrone-Frikom-400g/p/7641103,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/h43/h4b/9005552140318.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,674.98 rsd/Kg,26999,True,,False,d2d991dbd71437537ffbfff6ca6a0688,7641103,,,Smrznuti proizvodi
Maxi Smrznuta paprika miks Premia 450g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Paprika/Smrznuta-paprika-miks-Premia-450g/p/7451747,RSD,,450 gr,https://static.maxi.rs/medias/sys_master/h67/h6f/8904913616926.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,562.2 rsd/Kg,25299,True,,False,4609e77227f1bcbb0538cc3243f0c929,7451747,,,Smrznuti proizvodi
Gustona Smrznuta pizza Capricciosa Gustona 340g,https://www.maxi.rs/Gotova-i-polugotova-jela/Polugotove-pice/Smrznuta-pizza-Capricciosa-Gustona-340g/p/7436024,RSD,,340 gr,https://static.maxi.rs/medias/sys_master/products/h90/hb9/9172667990046.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1147.03 rsd/Kg,38999,True,,False,ca34c4895ed51b39b455f6c041a6f4f1,7436024,,,Smrznuti proizvodi
Frikom Smrznuta mesavina za sataras Frikom 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Meshano-povrcje/Smrznuta-mesavina-za-sataras-Frikom-400g/p/7641055,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/h68/h9e/9005560659998.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,599.98 rsd/Kg,23999,True,,False,16378e89d3e777b2e578c99c18f420ab,7641055,,,Smrznuti proizvodi
Frikom Povrce 4 godisnja doba mix 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Meshano-povrcje/Povrce-4-godisnja-doba-mix-400g/p/7703412,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/h17/h40/9107121602590.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,824.98 rsd/Kg,32999,True,,False,ca47cdfe31dbe8233cc46919075e5268,7703412,,,Smrznuti proizvodi
Maxi Smrz.knedle sa sljivama Maxi 800g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slatka-testa/Smrz-knedle-sa-sljivama-Maxi-800g/p/7578248,RSD,,800 gr,https://static.maxi.rs/medias/sys_master/products/h23/hdf/9182810538014.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,302.49 rsd/Kg,24199,True,,False,09a2d98fb575ec368ba60bf9b7e6c04e,7578248,,,Smrznuti proizvodi
Frikom Smrz.povrce mix Skandinavija Frikom 480g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Ostalo-povrcje/Smrz-povrce-mix-Skandinavija-Frikom-480g/p/7662505,RSD,,480 gr,https://static.maxi.rs/medias/sys_master/products/hec/ha0/9179542945822.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,833.31 rsd/Kg,39999,True,,False,0b958d5a018212609c74d99121fe44c0,7662505,,,Smrznuti proizvodi
Frikom Smrznuto povrce mix Toskana Frikom 480g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Ostalo-povrcje/Smrznuto-povrce-mix-Toskana-Frikom-480g/p/7662498,RSD,,480 gr,https://static.maxi.rs/medias/sys_master/products/h27/hcd/9179553300510.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,833.31 rsd/Kg,39999,True,,False,39c3fbc9254482cf9b1d265c1d237018,7662498,,,Smrznuti proizvodi
Frikom Smrznuto povrce mix Korzika Frikom 480g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Ostalo-povrcje/Smrznuto-povrce-mix-Korzika-Frikom-480g/p/7662439,RSD,,480 gr,https://static.maxi.rs/medias/sys_master/products/ha3/hb5/9179762720798.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,874.98 rsd/Kg,41999,True,,False,95d555fc00f8b219c5ab72641aa6078f,7662439,,,Smrznuti proizvodi
Marija Smrznuti kroasani/susam Marija 600g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrznuti-kroasani-susam-Marija-600g/p/7182699,RSD,,600 gr,https://static.maxi.rs/medias/sys_master/products/h41/he9/9165048872990.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,473.32 rsd/Kg,28399,True,,False,ac3c61fcbf3c0637ebe59bdbe1635736,7182699,,,Smrznuti proizvodi
Marija Smrznute mini pizze Marija 600g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrznute-mini-pizze-Marija-600g/p/7182701,RSD,,600 gr,https://static.maxi.rs/medias/sys_master/products/h3e/hdb/9143325491230.jpg?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,626.65 rsd/Kg,37599,True,,False,61f373e8987cbac7eacd23131947381d,7182701,,,Smrznuti proizvodi
Frikom Smrz.pastete sir Frikom 800g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrz-pastete-sir-Frikom-800g/p/7630549,RSD,,800 gr,https://static.maxi.rs/medias/sys_master/hb7/h13/9001487433758.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,549.99 rsd/Kg,43999,True,,False,04dc07c69ee9cfc5bb62b3db72254396,7630549,,,Smrznuti proizvodi
Mara Smrznuti burek sa sirom Mara 1kg,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrznuti-burek-sa-sirom-Mara-1kg/p/7190879,RSD,,1 Kg,https://static.maxi.rs/medias/sys_master/products/h16/h13/9143313235998.jpg?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,403.99 rsd/Kg,40399,True,,False,c2e1523d0bd3be9d5d46a847f139ede4,7190879,,,Smrznuti proizvodi
Maxi Smrznuto zito sa orasima Premia 500g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznute-torte-i-deserti/Smrznuto-zito-sa-orasima-Premia-500g/p/7211904,RSD,,500 gr,https://static.maxi.rs/medias/sys_master/he9/h7f/8817947541534.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,799.98 rsd/Kg,39999,True,,False,b9c16ce2891517c3c50718407c71c3ea,7211904,,,Smrznuti proizvodi
DLL Smrznuti kroketi krompira DLL 1kg,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Krompir/Smrznuti-kroketi-krompira-DLL-1kg/p/7290762,RSD,,1 Kg,https://static.maxi.rs/medias/sys_master/h74/h57/8825791184926.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,391.99 rsd/Kg,39199,True,,False,da16460d903fe84e84cd7792cb63d477,7290762,,,Smrznuti proizvodi
Flora Smrznuta mesavina za vocni mix 450g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-vocje/Ostalo-vocje-i-miks/Smrznuta-mesavina-za-vocni-mix-450g/p/7451818,RSD,,450 gr,https://static.maxi.rs/medias/sys_master/products/hd7/h1c/9143336304670.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,966.64 rsd/Kg,43499,True,,False,5529eb8244f57c446eab830dace8656f,7451818,,,Smrznuti proizvodi
Maxi Smrznuti cija trouglici Premia 500g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrznuti-cija-trouglici-Premia-500g/p/7451735,RSD,,500 gr,https://static.maxi.rs/medias/sys_master/hcf/h41/8906987929630.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,459.98 rsd/Kg,22999,True,,False,acbd9527b699c95f07c03c53ae417875,7451735,,,Smrznuti proizvodi
Flora Smrznuta spargla Flora 450g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Ostalo-povrcje/Smrznuta-spargla-Flora-450g/p/7563237,RSD,,450 gr,https://static.maxi.rs/medias/sys_master/products/h96/hb4/9143324770334.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1511.09 rsd/Kg,67999,True,,False,8b7b2a55303327c2f1f0387a7166afe9,7563237,,,Smrznuti proizvodi
NASA BAKA DOO Smrz.classic torte mix DellaNonna 10/1,https://www.maxi.rs/Smrznuti-proizvodi/Smrznute-torte-i-deserti/Smrz-classic-torte-mix-DellaNonna-10-1/p/7704370,RSD,,1 kom,https://static.maxi.rs/medias/sys_master/h1b/h62/9098221944862.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1999 rsd/kom,1.99900,True,,False,f3745e9d141f9a2c3b461c1dd471f404,7704370,,,Smrznuti proizvodi
Marija Smrznuti puz sa sirom i susamom600g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrznuti-puz-sa-sirom-i-susamom600g/p/7237082,RSD,,600 gr,https://static.maxi.rs/medias/sys_master/products/h1a/h65/9143339188254.jpg?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,473.32 rsd/Kg,28399,True,,False,4b7477ed222c585226e4b742b986d2ff,7237082,,,Smrznuti proizvodi
Frikom Smrznuta podloga za pizzu Frikom 200g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrznuta-podloga-za-pizzu-Frikom-200g/p/7177728,RSD,,200 gr,https://static.maxi.rs/medias/sys_master/h44/hf8/8986564165662.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,649.95 rsd/Kg,12999,True,,False,bf56644e5f6463eada8226797337f989,7177728,,,Smrznuti proizvodi
Marija Smrznute pogacice/cvarci Marija 600g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrznute-pogacice-cvarci-Marija-600g/p/7182700,RSD,,600 gr,https://static.maxi.rs/medias/sys_master/products/h46/h37/9165096910878.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,513.32 rsd/Kg,30799,True,,False,7cbc6da53aa2fbf6209a25b996b1ec22,7182700,,,Smrznuti proizvodi
Mara Smrz.pita sa krompirom Mara 600g,https://www.maxi.rs/Gotova-i-polugotova-jela/Polugotove-pice/Smrz-pita-sa-krompirom-Mara-600g/p/7563002,RSD,,600 gr,https://static.maxi.rs/medias/sys_master/products/h5d/h20/9143316840478.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,533.32 rsd/Kg,31999,True,,False,6e6521d2a0a733e28b986832975ef384,7563002,,,Smrznuti proizvodi
Maxi Smrznuta mesavina za corbu Maxi 450g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Meshano-povrcje/Smrznuta-mesavina-za-corbu-Maxi-450g/p/7288138,RSD,,450 gr,https://static.maxi.rs/medias/sys_master/h4d/h57/8824299192350.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,337.76 rsd/Kg,15199,True,,False,78b04132c272ed06bcf6e1dedb2892b8,7288138,,,Smrznuti proizvodi
Flora Smrznuta malina 450g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-vocje/Malina/Smrznuta-malina-450g/p/7451800,RSD,,450 gr,https://static.maxi.rs/medias/sys_master/products/hac/hcd/9143334141982.jpg?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1277.76 rsd/Kg,57499,True,,False,194d9671da2fd7e15b41e1f5427885b3,7451800,,,Smrznuti proizvodi
FRIKOM DOO FRIKOM DOO Smrz.zvrk pita sirnica 900g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrz-zvrk-pita-sirnica-900g/p/7583954,RSD,,900 gr,https://static.maxi.rs/medias/sys_master/h29/h75/9001477537822.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,755.54 rsd/Kg,67999,True,,False,b0c17544a7059eff1a559edaab730dd3,7583954,,,Smrznuti proizvodi
DLL Sladoled stapic van-cok DLL 3kom 240g,https://www.maxi.rs/Smrznuti-proizvodi/Sladoled-stapic-van-cok-DLL-3kom-240g/p/7481592,RSD,,240 gr,https://static.maxi.rs/medias/sys_master/hdd/hef/9048588812318.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1249.96 rsd/Kg,29999,True,,False,91e3573d5de8faf75a5bbfb355082d23,7481592,,,Smrznuti proizvodi
