product_name,original_url,currency,brand_name,quantity_measurement,product_image,price_per_unit,price,is_available,old_price,discount,product_hash,product_id,discount_start,discount_end,category
Frikom Smrznuti mix crveno voce 300g Frikom,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-vocje/Ostalo-vocje-i-miks/Smrznuti-mix-crveno-voce-300g-Frikom/p/7647645,RSD,,300 gr,https://static.maxi.rs/medias/sys_master/hdf/hda/9051312160798.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1399.97 rsd/Kg,41999,True,,False,9be5e41fef75436dd18b4addb1715e22,7647645,,,Smrznuti proizvodi
Frikom Smrz.mini rolls sir slanina Frikom 500g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrz-mini-rolls-sir-slanina-Frikom-500g/p/7630558,RSD,,500 gr,https://static.maxi.rs/medias/sys_master/hf5/h44/9001486778398.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,879.98 rsd/Kg,43999,True,,False,7a899228c7ff4223d8f06fb756bb2e99,7630558,,,Smrznuti proizvodi
Frikom Smrznute rolnice sir spanac 800g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrznute-rolnice-sir-spanac-800g/p/7719220,RSD,,800 gr,https://static.maxi.rs/medias/sys_master/products/he4/hee/9142369124382.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,599.99 rsd/Kg,47999,True,,False,737b63b8425829ba74f40fe32795362c,7719220,,,Smrznuti proizvodi
Frikom Smrznuta blitva u briketu Frikom 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Ostalo-povrcje/Smrznuta-blitva-u-briketu-Frikom-400g/p/7193189,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/hc4/hf4/9005564592158.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,649.98 rsd/Kg,25999,True,,False,1589b279dee1884a04710a29ea0437c4,7193189,,,Smrznuti proizvodi
FRIKOM DOO FRIKOM DOO Rebrasti pomfrit 750g Agristo,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Krompir/Rebrasti-pomfrit-750g-Agristo/p/7562857,RSD,,750 gr,https://static.maxi.rs/medias/sys_master/h7f/h42/9005565247518.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,666.65 rsd/Kg,49999,True,,False,0de788db66b53d3dfa527c049aa48583,7562857,,,Smrznuti proizvodi
Frikom Smrz.Mini hot dog Frikom 700g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slatka-testa/Smrz-Mini-hot-dog-Frikom-700g/p/7606448,RSD,,700 gr,https://static.maxi.rs/medias/sys_master/products/h89/h2d/9184487440414.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,742.84 rsd/Kg,51999,True,,False,3e94ce5f41fe702ccc0ce66eb4c000d3,7606448,,,Smrznuti proizvodi
Frikom Riblji stap.panirani Premium Frikom 300g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-riba/Panirani-riblji-proizvodi/Riblji-stap-panirani-Premium-Frikom-300g/p/7657711,RSD,,300 gr,https://static.maxi.rs/medias/sys_master/hee/hfe/9050136313886.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1499.97 rsd/Kg,44999,True,,False,6461bf9bed198594b303406718508ee4,7657711,,,Smrznuti proizvodi
Tropic Ribarstvo Smrznuti Surimi Tropic 250g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-riba/Panirani-riblji-proizvodi/Smrznuti-Surimi-Tropic-250g/p/7183201,RSD,,250 gr,https://static.maxi.rs/medias/sys_master/products/h60/h1f/9143341350942.jpg?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1039.96 rsd/Kg,25999,True,,False,bd2dc8a322e8028472526563bfb089f0,7183201,,,Smrznuti proizvodi
Perutnina Ptuj Smr.pil.medaljoni Perutnina Ptuj 900g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-mesa/Pilecje/Smr-pil-medaljoni-Perutnina-Ptuj-900g/p/7251611,RSD,,900 gr,https://static.maxi.rs/medias/sys_master/h02/h25/8837218664478.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,944.43 rsd/Kg,84999,True,,False,55893b7a5f2240cd435debbec073c8dd,7251611,,,Smrznuti proizvodi
Maxi Smrz.pan.proizvod/oslic.Prem/Maxi 340g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-riba/Panirani-riblji-proizvodi/Smrz-pan-proizvod-oslic-Prem-Maxi-340g/p/7431378,RSD,,340 gr,https://static.maxi.rs/medias/sys_master/h56/h94/8904917549086.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1470.56 rsd/Kg,49999,True,,False,dbc1d4c187f4e9eb530dc91898786661,7431378,,,Smrznuti proizvodi
Bella Smrz.Pita savijaca sa sirom Bella 800g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrz-Pita-savijaca-sa-sirom-Bella-800g/p/7509905,RSD,,800 gr,https://static.maxi.rs/medias/sys_master/products/h1e/hb7/9143319724062.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,849.99 rsd/Kg,67999,True,,False,ab53b98dc42e6e94e423eda61cbb57b2,7509905,,,Smrznuti proizvodi
Frikom Smrznuta mesavina za corbu Frikom 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Meshano-povrcje/Smrznuta-mesavina-za-corbu-Frikom-400g/p/7641102,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/ha1/hc0/9005550829598.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,549.98 rsd/Kg,21999,True,,False,f03f31a0bd10ff8a4a503cd98e29352e,7641102,,,Smrznuti proizvodi
FRIKOM DOO FRIKOM DOO Smrz.Bulgur mesavina Frikom 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Meshano-povrcje/Smrz-Bulgur-mesavina-Frikom-400g/p/7583621,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/he9/hb5/9005562626078.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1024.98 rsd/Kg,40999,True,,False,132758bf575f645a17982e8e04305bf9,7583621,,,Smrznuti proizvodi
Frikom Riblji stapici panirani prem.Frikom 450g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-riba/Panirani-riblji-proizvodi/Riblji-stapici-panirani-prem-Frikom-450g/p/7657692,RSD,,450 gr,https://static.maxi.rs/medias/sys_master/h53/hc2/9051312816158.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1377.76 rsd/Kg,61999,True,,False,6c4309b83ab5e57baf215d7106696c4d,7657692,,,Smrznuti proizvodi
Frikom Komadi ribe u hrsk.panadi Frikom 240g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-riba/Panirani-riblji-proizvodi/Komadi-ribe-u-hrsk-panadi-Frikom-240g/p/7657670,RSD,,240 gr,https://static.maxi.rs/medias/sys_master/h1e/h4b/9054009622558.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1749.96 rsd/Kg,41999,True,,False,e6ec991ab060105d36e03ae22f1b9165,7657670,,,Smrznuti proizvodi
Maxi Zamrz.filet pastrmke Maxi 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-riba/Morska-i-rechna-riba/Zamrz-filet-pastrmke-Maxi-400g/p/7451848,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/h6b/h20/8907029938206.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1842.48 rsd/Kg,73699,True,,False,40278c15fa998c37fd459bf0bf13d99d,7451848,,,Smrznuti proizvodi
Frikom Smrznuti Chicken nuggets 300g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-mesa/Pilecje/Smrznuti-Chicken-nuggets-300g/p/7509957,RSD,,300 gr,https://static.maxi.rs/medias/sys_master/hd9/h25/8986562134046.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,2266.63 rsd/Kg,67999,True,,False,9f4cfbc0ba047be1dff20bed17313841,7509957,,,Smrznuti proizvodi
DLL Sladoled Delhaize Almond 3x120ml/255g,https://www.maxi.rs/Smrznuti-proizvodi/Sladoled-Delhaize-Almond-3x120ml-255g/p/7440507,RSD,,255 gr,https://static.maxi.rs/medias/sys_master/hbc/h1d/9048588156958.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1235.25 rsd/Kg,31499,True,,False,0c96db072d547121489bf21e36de5e04,7440507,,,Smrznuti proizvodi
"Gustona Zamrznuti pomfrit Gustona 2,5kg",https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Krompir/Zamrznuti-pomfrit-Gustona-2-5kg/p/7722185,RSD,,2.5 Kg,https://static.maxi.rs/medias/sys_master/products/h80/hc3/9139930955806.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,264 rsd/Kg,65999,True,,False,c8b44f9c2d93ecb4a2b4f8c6fff7e443,7722185,,,Smrznuti proizvodi
Gustona Zamrznuti kroketi loptice 600g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Krompir/Zamrznuti-kroketi-loptice-600g/p/7722177,RSD,,600 gr,https://static.maxi.rs/medias/sys_master/h2c/h1e/9125430362142.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,391.65 rsd/Kg,23499,True,,False,01d0745233afe032e043856ca4e2ea14,7722177,,,Smrznuti proizvodi
Maxi Smrz.knedle sa kajsijom Maxi 800g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slatka-testa/Smrz-knedle-sa-kajsijom-Maxi-800g/p/7578271,RSD,,800 gr,https://static.maxi.rs/medias/sys_master/products/h60/h3a/9165099073566.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,302.49 rsd/Kg,24199,True,,False,59dba8154a0e0a0d513227af3eaae2b5,7578271,,,Smrznuti proizvodi
Gustona Zamrznuta jagoda Gustona 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-vocje/Jagoda/Zamrznuta-jagoda-Gustona-400g/p/7729105,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/products/h1c/h0d/9170649415710.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,559.98 rsd/Kg,22399,True,,False,95c5188e2dce69bef7e5dcd04d4dec02,7729105,,,Smrznuti proizvodi
Maxi Smrz.lignja Patag.ocisc.Maxi 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-riba/Plodovi-mora/Smrz-lignja-Patag-ocisc-Maxi-400g/p/7197172,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/h74/h57/8825579438110.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,2099.98 rsd/Kg,83999,True,,False,d698290ce70df5a3f9f43afce1950dc1,7197172,,,Smrznuti proizvodi
Frikom Smrznuta balkanska mesavina Frikom 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Meshano-povrcje/Smrznuta-balkanska-mesavina-Frikom-400g/p/7641077,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/h24/h5b/9005561315358.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,577.48 rsd/Kg,23099,True,,False,09bf01423b24c3bb7cb4d335d0c0ac36,7641077,,,Smrznuti proizvodi
"Maxi Strudla vanila,sumsko voce Premia 500g",https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slatka-testa/Strudla-vanila-sumsko-voce-Premia-500g/p/7202386,RSD,,500 gr,https://static.maxi.rs/medias/sys_master/h22/hcb/8830208049182.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,565.98 rsd/Kg,28299,True,,False,e35180ff9d0e65cdd6ed18348e84a6ad,7202386,,,Smrznuti proizvodi
lamargo Smrz.fileti Pangasiusa Lamargo cca 1kg,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-riba/Morska-i-rechna-riba/Smrz-fileti-Pangasiusa-Lamargo-cca-1kg/p/7206238,RSD,,1 Kg,https://static.maxi.rs/medias/sys_master/products/hf1/h2c/9143318282270.jpg?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,"799,99 RSD/kilogram",79999,True,,False,7e9ca6205929dea27de27e64c0c20b0e,7206238,,,Smrznuti proizvodi
Mara Rolnice sa sirom 1kg,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Rolnice-sa-sirom-1kg/p/7565470,RSD,,1 Kg,https://static.maxi.rs/medias/sys_master/products/h46/h10/9143331979294.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,342.99 rsd/Kg,34299,True,,False,ad74aac8b8626cf8e2e70f7de5d1ae34,7565470,,,Smrznuti proizvodi
Frikom Smrz.rolnice visnja Frikom 800g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slatka-testa/Smrz-rolnice-visnja-Frikom-800g/p/7630522,RSD,,800 gr,https://static.maxi.rs/medias/sys_master/hd3/hb9/9001482780702.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,649.99 rsd/Kg,51999,True,,False,9c1ab1e07dcf03b9bba67f3a700eb9ac,7630522,,,Smrznuti proizvodi
Maxi Smrznuto zito sa slagom Premia 150g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznute-torte-i-deserti/Smrznuto-zito-sa-slagom-Premia-150g/p/7211903,RSD,,150 gr,https://static.maxi.rs/medias/sys_master/h52/h90/8967828897822.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,846.6 rsd/Kg,12699,True,,False,bcaafcd9563f785732a392163f372fc9,7211903,,,Smrznuti proizvodi
Flora Smrznuta kupina 450g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-vocje/Kupina/Smrznuta-kupina-450g/p/7451842,RSD,,450 gr,https://static.maxi.rs/medias/sys_master/products/hff/h20/9143330537502.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1011.09 rsd/Kg,45499,True,,False,e7b79372309489591eafdba394ffbbfb,7451842,,,Smrznuti proizvodi
Marija Kroasan sa kakao kremom 600g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slatka-testa/Kroasan-sa-kakao-kremom-600g/p/7190456,RSD,,600 gr,https://static.maxi.rs/medias/sys_master/products/h34/h01/9165069713438.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,541.65 rsd/Kg,32499,True,,False,7a13d85125293f259c46512c44e79728,7190456,,,Smrznuti proizvodi
Flora Smrz.mesano povr.za meksicku salatu 450g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Meshano-povrcje/Smrz-mesano-povr-za-meksicku-salatu-450g/p/7451803,RSD,,450 gr,https://static.maxi.rs/medias/sys_master/products/hde/hc1/9143321165854.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,388.87 rsd/Kg,17499,True,,False,d79d9983c5b9cd44b6acd6e5d5728079,7451803,,,Smrznuti proizvodi
Frikom Lasagne Frikom 450g,https://www.maxi.rs/Gotova-i-polugotova-jela/Polugotove-pice/Lasagne-Frikom-450g/p/7214188,RSD,,450 gr,https://static.maxi.rs/medias/sys_master/h87/h94/9103086780446.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1133.31 rsd/Kg,50999,True,,False,8b2b6ec727f8fc1c880706f972872e3b,7214188,,,Smrznuti proizvodi
Gustona Zamrznuti pomfrit steakhouse Gustona 1kg,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Krompir/Zamrznuti-pomfrit-steakhouse-Gustona-1kg/p/7722176,RSD,,1 Kg,https://static.maxi.rs/medias/sys_master/products/hec/hf4/9164776243230.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,389.99 rsd/Kg,38999,True,,False,72ea33d16e5c3b2a744fd73c768b85d3,7722176,,,Smrznuti proizvodi
Dream&Co Sladoled badem stapic 6x120ml multipak,https://www.maxi.rs/Smrznuti-proizvodi/Sladoled-badem-stapic-6x120ml-multipak/p/7713891,RSD,,504 gr,https://static.maxi.rs/medias/sys_master/he8/h9c/9129070493726.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1057.52 rsd/Kg,53299,True,,False,aa998b18bfe587a1836af01a2c6c3941,7713891,,,Smrznuti proizvodi
Frikom Smrznuti djuvec Frikom 700g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuto-povrcje/Meshano-povrcje/Smrznuti-djuvec-Frikom-700g/p/7662480,RSD,,700 gr,https://static.maxi.rs/medias/sys_master/products/h8d/haa/9157047681054.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,457.13 rsd/Kg,31999,True,,False,855b7d5760f1590ce7bfebe49c449edb,7662480,,,Smrznuti proizvodi
Marija Smrznuta rolnica sa virslama Marija600g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrznuta-rolnica-sa-virslama-Marija600g/p/7182698,RSD,,600 gr,https://static.maxi.rs/medias/sys_master/products/h93/h7b/9165048152094.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,604.98 rsd/Kg,36299,True,,False,5b38a7cf5cdfbcf5e1eabeb1963b9210,7182698,,,Smrznuti proizvodi
Frikom Smrz.strudla/van.i sum.voce Frikom,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slatka-testa/Smrz-strudla-van-i-sum-voce-Frikom/p/7193132,RSD,,500 gr,https://static.maxi.rs/medias/sys_master/hfb/h67/8986534871070.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,839.98 rsd/Kg,41999,True,,False,d98862eaaf0ec7b3b67b8d54d148d733,7193132,,,Smrznuti proizvodi
Maxi Smrznuta pastrmka ocisc.Premia cca 800g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-riba/Morska-i-rechna-riba/Smrznuta-pastrmka-ocisc-Premia-cca-800g/p/7209462,RSD,,800 gr,https://static.maxi.rs/medias/sys_master/h03/hd9/8968354988062.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,"1.299,00 RSD/kilogram",1.03920,True,,False,3096cd317b4dfcb9d43b078dbda33978,7209462,,,Smrznuti proizvodi
Frikom Pan.pileci file sunka/sir Frikom 400g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-mesa/Pilecje/Pan-pileci-file-sunka-sir-Frikom-400g/p/7204975,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/hb5/hfc/8986589921310.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,2535 rsd/Kg,1.01400,True,,False,3accbd56398b737d3236fbec84fc31ac,7204975,,,Smrznuti proizvodi
Frikom Slad.Kapri mixbox 600ml/448g,https://www.maxi.rs/Smrznuti-proizvodi/Slad-Kapri-mixbox-600ml-448g/p/7624066,RSD,,448 gr,https://static.maxi.rs/medias/sys_master/h8e/hd5/8986571636766.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1339.26 rsd/Kg,59999,True,,False,cf9853100dfaf2bb41f7094759780721,7624066,,,Smrznuti proizvodi
Frikom Sladoled kesten casica Frikom 150ml,https://www.maxi.rs/Smrznuti-proizvodi/Smrznute-torte-i-deserti/Sladoled-kesten-casica-Frikom-150ml/p/7662529,RSD,,140 gr,https://static.maxi.rs/medias/sys_master/products/he2/ha1/9165328678942.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,2142.79 rsd/Kg,29999,True,,False,0372e13b357f6ed2faa483146dc9b2e0,7662529,,,Smrznuti proizvodi
Jami Smrznute pizzete Jami 360g,https://www.maxi.rs/Gotova-i-polugotova-jela/Polugotove-pice/Smrznute-pizzete-Jami-360g/p/7196811,RSD,,360 gr,https://static.maxi.rs/medias/sys_master/products/h83/ha4/9143319003166.jpg?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1111.08 rsd/Kg,39999,True,,False,2f868f1a08d7cbfbc93d02180015690f,7196811,,,Smrznuti proizvodi
Tropic Ribarstvo Filet soma Pangacius Tropic 500g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-riba/Morska-i-rechna-riba/Filet-soma-Pangacius-Tropic-500g/p/7183668,RSD,,500 gr,https://static.maxi.rs/medias/sys_master/h3f/hfd/8968893169694.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,803.98 rsd/Kg,40199,True,,False,2117494244f7f096ffe182f44db53550,7183668,,,Smrznuti proizvodi
Jami Smrznuta pita Burek plus 900g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrznuta-pita-Burek-plus-900g/p/7217273,RSD,,900 gr,https://static.maxi.rs/medias/sys_master/products/h7f/h07/9143337025566.jpg?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,499.99 rsd/Kg,44999,True,,False,8b288be458612e0544865626ce8f38f9,7217273,,,Smrznuti proizvodi
Maxi Smrznuta torta Srce Maxi 600g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznute-torte-i-deserti/Smrznuta-torta-Srce-Maxi-600g/p/7197668,RSD,,600 gr,https://static.maxi.rs/medias/sys_master/h79/h01/8827742584862.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1443.32 rsd/Kg,86599,True,,False,8c49001864af30979cde508e38af1e07,7197668,,,Smrznuti proizvodi
Maxi Zamrznuta papalina Maxi 1kg,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-riba/Morska-i-rechna-riba/Zamrznuta-papalina-Maxi-1kg/p/7200498,RSD,,1 Kg,https://static.maxi.rs/medias/sys_master/hff/h8d/8830910529566.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,284.99 rsd/Kg,28499,True,,False,24adf211c189abdf5439447bc11648c1,7200498,,,Smrznuti proizvodi
Maxi Smrznuta paella Maxi 500g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-polugotova-jela/Smrznuta-paella-Maxi-500g/p/7244269,RSD,,500 gr,https://static.maxi.rs/medias/sys_master/hc8/he6/8910985199646.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1199.98 rsd/Kg,59999,True,,False,2021ca07e18c318e32797016cf2624d2,7244269,,,Smrznuti proizvodi
MMM LASTA Smrz.knedle Kaiser nougat-crunch 420g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slatka-testa/Smrz-knedle-Kaiser-nougat-crunch-420g/p/7563506,RSD,,420 gr,https://static.maxi.rs/medias/sys_master/products/h1b/h1a/9143337746462.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1207.12 rsd/Kg,50699,True,,False,9a5d911086652c48607faced4fad839f,7563506,,,Smrznuti proizvodi
FRIKOM DOO FRIKOM DOO Smrz.zvrk pita zeljanica 900g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrz-zvrk-pita-zeljanica-900g/p/7583939,RSD,,900 gr,https://static.maxi.rs/medias/sys_master/h9b/hc0/8986562789406.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,666.66 rsd/Kg,59999,True,,False,6bb1206163cb396d17028bd35440dfc5,7583939,,,Smrznuti proizvodi
Frikom Smrznuta pizza Capricciosa 330g Frikom,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Smrznuta-pica/Smrznuta-pizza-Capricciosa-330g-Frikom/p/7647646,RSD,,330 gr,https://static.maxi.rs/medias/sys_master/hdb/h80/9047356768286.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,1666.64 rsd/Kg,54999,True,,False,5e5cbe8571ee1a19bf3794fd28b5d086,7647646,,,Smrznuti proizvodi
Frikom Smrz.oslic filet 400g Frikom,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-riba/Morska-i-rechna-riba/Smrz-oslic-filet-400g-Frikom/p/7647678,RSD,,400 gr,https://static.maxi.rs/medias/sys_master/h36/h4d/9054007656478.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,2074.98 rsd/Kg,82999,True,,False,0c02aa3c7740df3759e5d208fecbb5e9,7647678,,,Smrznuti proizvodi
lamargo Oslic hek Lamargo 800g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-riba/Morska-i-rechna-riba/Oslic-hek-Lamargo-800g/p/7516338,RSD,,800 gr,https://static.maxi.rs/medias/sys_master/products/h03/hbe/9143312515102.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,637.49 rsd/Kg,50999,True,,False,41270d27426069117c03591614cdc245,7516338,,,Smrznuti proizvodi
FRIKOM DOO FRIKOM DOO Smrz.zvrk pita sa mesom 900g,https://www.maxi.rs/Smrznuti-proizvodi/Smrznuta-testa-i-pica/Slana-testa/Smrz-zvrk-pita-sa-mesom-900g/p/7583955,RSD,,900 gr,https://static.maxi.rs/medias/sys_master/h9e/h9f/8986578976798.png?buildNumber=cafcc9390aeed60abc54bb7e436ae2f97ce17d3e1e91a21083a22fa74cae3bab,722.21 rsd/Kg,64999,True,,False,f8267d7be33afb59614c8edad6d4b8fd,7583955,,,Smrznuti proizvodi
